lsuName,lsuLevel,lsuNameParent,lsuDescription,IsuFactPageUrl,lsuNpdidLithoStrat,lsuNpdidLithoStratParent
LOMVI FM,FORMATION,HEGRE GP,"Lomvi Formation

 Name 
From the bird (English: guillemot) of the same name. 
Well type section 
Norwegian well 33/12-5 (Mobil) from 3747m to 3867m, coord N 61°11'05.53"", E 01°51'53.34"" (Fig 3.2). 
Well reference section 
Norwegian well 33/5-1 (Norsk Hydro) from 3220 m to 3298 m, coord N 61°44'46.10"", E 01°34'47.40"" (Fig 3.3). 
Thickness 
120 m in the type well, 78 m in the reference well. 
Lithology 
The Lomvi Formation consists of fine to coarse-grained kaolinitic sandstone with subordinate and thin red marls and claystones. The sandstones, which are light brown, grey or white, are generally more coarse-grained in the reference well than in the type well. 
Boundaries 
The lower boundary represents the transition from interbedded sandstones and marls to the coarse-grained sandstones of the Lomvi Formation. The upper boundary, in the Statfjord Field area, is chosen at the base of the first thick argillaceous unit belonging to the Lunde Formation. Gamma ray log patterns are more regular in the Lomvi Formation than in the overlying and underlying formations. 
Distribution 
The Lomvi Formation is present in all deep wells between the Brent Field and the southern edge of the Møre Basin. 
Age 
Triassic; no more precise dating available. 
Depositional environment 
The Lomvi Formation most probably consists of fluvial deposits. 
Source 
Vollset, J. and Doré, A. G. (eds.) 1984: A revised Triassic and Jurassic lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 3, 53 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=96,96,61
LUNDE FM,FORMATION,HEGRE GP,"Lunde Formation

 Name 
From the bird (English: puffin) of the same name. 
Well type section 
Norwegian well 33/12-2 (Mobil) from 2951 m to 4048 m, coord N 61°13'31.38"", E 01°51'25.97"", (Fig 3.4). 
Well reference section 
UK well 211/29-5 (Shell) from 3003 m to 4055 m, coord N 61°04'43.0"", E 01°45'46.5"" (Fig 3.5). 
Thickness 
1079 m in the type well, 1052 m in the reference well. 
Lithology 
The formation is an interbedded sequence of very fine to very coarse-grained sandstones (2 to 10 m thick), claystones, marls and shales.
The sandstones are mainly white, pink or grey and cemented to a variable degree with kaolinite, anhydrite and carbonate. Fine-grained sandstones from the upper portion of the formation (core data from UK well 211/13-1) display small scale ripple cross stratification, bioturbation and incorporated mud clasts and mud balls. This part of the formation may also have small fining upward sequences.
The interbedded argillaceous units are dominantly red-brown claystones, siltstones and shales with thin limestones (possibly caliche). Tuff horizons are present in the lower half of the formation in the Statfjord Field area. The lowermost part of the Lunde Formation consists in the Statfjord Field area (and westward into UK waters), of a sequence which is very uniform both in lithology and thickness. It is around 300 thick and consists mainly of brick red to red brown calcareous claystones grading to marls which are normally soft, silty and micaceous. This lower sequence is easily recognisable and may eventually be separated out and assigned formation status. 
Boundaries 
The base of the formation is picked at the base of the first thick claystone unit. This boundary is marked by sonic and gamma ray log breaks. The alternating lithologies of the Lunde Formation result in an irregular gamma ray response. On structural highs the top of the formation is represented by a hiatus, with Jurassic or younger strata resting on the Triassic sequence. Where the Statfjord Formation is present, the upper boundary of the Lunde Formation is placed at the change to the relatively massive clean standstone of the overlying Statfjord Formation. In the Statfjord Field area, this transition often occurs via a coarsening upward unit, clearly defined on gamma ray and sonic logs. The base of this unit is the top of the Lunde Formation. (See also the description of the Statfjord Formation). 
Distribution 
The formation is assumed to be present throughout the northern North Sea Area, although major parts may be missing on structural highs owing to erosion or non-deposition. 
Age 
Late Triassic, possibly Norian to early Rhaetian age. 
Depositional environment 
The Lunde Formation is dominantly of continental origin, deposited in lacustrine and fluvial environments. 
Source 
Vollset, J. and Doré, A. G. (eds.) 1984: A revised Triassic and Jurassic lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 3, 53 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=97,97,61
LYR FM,FORMATION,CROMER KNOLL GP,"Lyr Formation

 Name 
From the fish species Pollachius pollachius (pollack). 
Well type section 
Well 6506/12-1 (Statoil), coordinates 65°10'07.58""N, 06°43'44.07""E, from 3836 m to 3812.5 m (Fig 4.27). No cores. 
Well reference section 
Well 6407/1-2 (Statoil), coordinates 64°47'50.61""N, 07°02'23.76""E, from 3526 m to 3510 m (Fig 4.28). No cores. 
Thickness 
23.5 m in the type well and 16 m in the reference well. 
Lithology 
The formation consists of light/medium grey to light greyish-green marls with interbedded carbonates. 
Basal Stratotype 
In the type well the base is defined by a decrease of interval transit times shown by the sonic log. The gamma ray and the resistivity responses also decrease.
The base has been sampled in shallow cores from the eastern part of the Trøndelag Platform (Bugge et al. 1984), but logs and detailed descriptions are not yet available. 
Lateral extent and variation 
The formation is encountered in all wells on Halten Terrace, but is absent on the Nordland Ridge and on structural highs on the Nordland Ridge and the Trøndelag Platform. The carbonate content is expected to decrease to the west in the Møre and Vøring Basins. The formation consists of very thin limestones with intraformational conglomerates on the eastern part of the Trøndelag Platform (Bugge et al. 1984). 
Age 
Valanginian to Early Aptian. 
Depositional environment 
The formation was deposited under open marine conditions. 
Correlation 
The Lyr Formation is comparable to the Valhall Formation11) (Deegan and Scull, 1977) in the central North Sea. It is also equivalent to the Leira Member on Andøya (Dalland, 1979). 
Source 
Dalland, A., Worsley, D. and Ofstad, K. (eds.) 1988: A lithostratigraphic scheme for the Mesozoic and Cenozoic succession offshore mid- and northern Norway. NPD-Bulletin No. 4, 65 pp. 
Footnotes 
1) Åsgard Formation according to Isaksen, D. and Tonstad, K. (eds.) 1989: A revised Cretaceous and Tertiary lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 5, 59 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=98,98,23
LYSING FM,FORMATION,CROMER KNOLL GP,"Lysing Formation

 Name 
From the fish species Merluccius merluccius (hake). 
Well type section 
Well 6507/7-1 (Conoco), coordinates 65°27'16.7""N, 07°12'52.6""E, from 3000 m to 2926 m (Fig 4.29). No cores. 
Well reference section 
Well 6506/12-4 (Statoil), coordinates 65°12'46.97""N, 06°43'30.37""E, from 3150 m to 3132.5 m (Fig 4.30). The lower 15 m of the formation are cored, including the base. 
Thickness 
74 m in the type well and 17.5 m in the reference well. 
Lithology 
Predominantly fine to medium, occasionally coarse grained, white-grey sandstones, partly carbonate-cemented and interbedded with shales. 
Basal Stratotype 
The base is defined by a gradual decrease in the gamma ray log response and by the onset of a more nervous pattern on the resistivity and sonic logs. 
Lateral extent and variation 
The formation is widely distributed over the Halten Terrace, but is absent on the Trøndelag Platform. It thins to the south and north of the type well. 
Age 
Late Cenomanian to Turonian/Coniacian. 
Depositional environment 
Interpretations vary from shallow to deep marine, possibly as submarine fan deposits. 
Source 
Dalland, A., Worsley, D. and Ofstad, K. (eds.) 1988: A lithostratigraphic scheme for the Mesozoic and Cenozoic succession offshore mid- and northern Norway. NPD-Bulletin No. 4, 65 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=99,99,23
MANDAL FM,FORMATION,TYNE GP,"Mandal Formation

 Name 
From a town on the south coast of Norway. It replaces the Kimmeridge Clay Formation as used by authors in the Central Graben area (e.g. Ofstad, 1983). The name was informally proposed by Hamar et. al., (1982). 
Well type section 
Norwegian well 7/12-3 A (BP) from 3514 m to 3552 m, coord N 57°06'24.54"", E 02°48'41.56"" (Fig 3.44). 
Well reference sections 
Norwegian wells 2/1-2 (BP) from 3300 m to 3316m, coord N 56°57'30.76"", E 03°12'32.07"" (Fig 3.33), and 1/9-3 R (Statoil) from 4265 m to 4319m, coord N 56°24'56.2"", E 02°54'15.15"" (Fig 3.43). 
Thickness 
In the type well 38 m and in the reference wells 16m and 54 m. The thickness usually varies between 10 m and 70 m and generally thins over structural highs. 
Lithology 
The formation consists of a dark grey-brown to black, slightly to non-calcareous, carbonaceous claystone becoming fissile in places. It is characterized by a very high level of radioactivity which is a function of organic carbon content. In addition it has an anomalously low velocity, a high resistivity and a low density. It may contain thin stringers of limestone/dolomite and, in some areas, sandstone (e.g. 1/9-3 R). 
Boundaries 
The contacts of the Mandal Formation with underlying and overlying sediments are easily recognized on logs due to its high gamma ray and resistivity readings and its low velocity and density. 
Distribution 
The Mandal Formation is found in the Central Graben, and on the margins of the Southern Vestland Arch. The northern limit is the Jæren High. 
Age 
Volgian to Ryazanian. 
Depositional environment 
The formation was deposited in an anaerobic marine environment with high organic productivity and restricted bottom water circulation. 
Remarks 
See Draupne Formation. Source 
Vollset, J. and Doré, A. G. (eds.) 1984: A revised Triassic and Jurassic lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 3, 53 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=101,101,177
MAUREEN FM,FORMATION,ROGALAND GP,"Maureen Formation

 Name 
Named by Deegan & Scull (1977) from the Maureen Field in UK block 16/29. 
Well type section 
UK well 21/10-1 from 2524 m to 2464 m, coordinates N 57°43'50.37"", E 00°58'29.19"" (Fig 5.44). No cores. 
Well reference sections 
UK well 16/29-4 from 2796 m to 2679 m, coordinates N 58°05'20.90"", E 01°39'15.10"" (Fig 5.45). No cores.
Norwegian well 7/11-1 from 3173 m to 3069 m, coordinates N 57°04'15.60"", E 02°26'24.40"" (Fig 5.46). No cores. 
Thickness 
The Maureen Formation is thickest in the Witch Ground Graben in the UK sector of the central North Sea where it consists of as much as 400 m of mainly sandstones. It thins westwards and southwards, and is poorly developed in Norwegian waters, the maximum thickness in a well is found 7/11-1 where there are 104 m of sandstones and carbonates. 
Lithology 
The Maureen Formation consists of sandstones that are slightly to very calcareous and often contain reworked limestones. The sandstones are interbedded with brown and dark grey shales, and are fine to medium grained, locally very coarse.
The type well established by Deegan & Scull (1977) represents a distal and somewhat atypical section. A more representative well from the Maureen Formation sandstones is UK well 16/29-4 (Fig 5.45). 
The formation pinches out distally and is replaced by the light grey marls and shales of the Våle Formation. 
Basal stratotype 
The Maureen Formation rests on the Shetland Group. 
Characteristics of the upper boundary 
The upper boundary is defined by the change from sandstones containing reworked limestone fragments and limestone beds, to the shales of the Lista Formation. The boundary is characterised by an upward increasing gamma-ray response (Fig 5.45). and an overall decreasing velocity. Where the Andrew Formation rests on the Maureen Formation the transition is seen as an increase in gamma-ray readings and decrease in velocity (Fig 5.44). 
Distribution 
The coarse detrital facies of the Maureen Formation is developed in the central North Sea, in what is in general a lobe-shaped deposit trending from the East Shetland Platform southeast along the Central Trough. The formation thins towards the east and west, and grades into the Våle Formation. The Maureen Formation is not well developed in the Norwegian sector. Its approximate distribution on the Norwegian continental shelf is shown in (Fig 5.47). 
Age 
Early Paleocene. 
Depositional environment 
The Maureen Formation was deposited in an open marine environment dominated by sand influx from the northwest, together with local erosion of Danian and Cretaceous rocks. 
Source 
Isaksen, D. and Tonstad, K. (eds.) 1989: A revised Cretaceous and Tertiary lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 5, 59 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=102,102,131
MEILE MBR (INFORMAL),MEMBER,HEIMDAL FM,"Meile Member (informal)

 Name 
Meile was a son of the Norse god Odin. Little is told about him except that he was one of 3 messengers from the gods to save Balder from Hel (hell in Norse mythology). 
Well reference section 
Norwegian well 15/9-11 from 2526 m to 2386 m, coordinates N 58°24'02.53"", E 01°53'41.79"" (Fig 5.51). 
Thickness 
The Meile Member is 140 m thick in the reference well. It has a relatively constant thickness. 
Lithology 
The Meile Member consists of clean, well-sorted sandstones, which are very fine to fine grained, friable to hard, and clear to white. 
Basal stratotype 
The lower boundary of the Meile Member is defined by the transition from the marly claystones of the Våle Formation. The gamma and sonic logs change from an erratic pattern in the Våle Formation to a smooth pattern with low gamma-ray readings when passing into the Meile Member (Fig 5.57). Where the Våle Formation is absent the Meile Member rests directly on the calcareous deposits of the chalk facies of the Shetland Group. This boundary is characterised by upward increasing gamma-ray readings and decreasing velocity (Fig 5.51). 
Characteristics of the upper boundary 
The upper boundary is identified by a transition from clean sandstones into the shales of the Lista Formation. On the logs the upper boundary is seen as an increase in gamma-ray values and a change to a more erratic log pattern on both gamma and sonic logs (Fig 5.51). 
Distribution 
The Meile Member is found in a narrow belt extending north-northeastwards from the eastern part of quadrant 15. Its approximate distribution on the Norwegian continental shelf is shown in (Fig 5.47). 
Age 
Paleocene. 
Depositional environment 
The clean sandstones of the Meile Member may have been derived by winnowing of the Heimdal Formation sands by submarine currents acting along highs. The formation can also be interpreted in terms of high-density turbidites which source from well-sorted shelf sand. 
Remarks 
The Meile Member has earlier informally been referred to as the “Gamma sand on Sleipner”. The Meile Member is defined informally. 
Source 
Isaksen, D. and Tonstad, K. (eds.) 1989: A revised Cretaceous and Tertiary lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 5, 59 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Members&nav3=103,103,62
MELKE FM,FORMATION,VIKING GP,"Melke Formation

 Name 
The Norwegian word for milt or soft roe. This unit corresponds to the informal Engelvær Formation (H2-1). 
Well type section 
6506/12-4 (Statoil), coordinates 65°12'46.97""N, 06°43'30.37""E, from 3979.5 m to 3863 m (Fig 4.21). One core, 8 m recovery, including formational base. 
Well reference section 
6407/2-2 (Saga Petroleum), coordinates 64°59'39.64""N, 07°31'53.08""E, from 2461 to 2417 m (Fig 4.23). One core, 2 m recovery, including the base. 
Thickness 
116.5 m in the type well, 44 m in the reference well. 
Lithology 
Dominantly claystone, with siltstone and limestone interbeds and stringers of sandstone. The claystone is dark grey to dark brown and slightly calcareous. 
Basal Stratotype 
The base is defined by a sharply increasing gamma ray response at the contact between the underlying sandstones of the Garn Formation and the claystones of the Melke Formation. 
Lateral extent and variation 
The formation was deposited throughout the Haltenbanken-Trænabanken area and is locally absent on structural highs. The formation may attain thicknesses of several hundred metres in down-flank basinal situations. The formation also shows lateral variation in lithology, being more silty or having more frequent limestone beds in some areas. Deposition of the unit's mudstones commenced earlier on Trænabanken than elsewhere (Fig 4.6).
The unit subcrops beneath the Quaternary on the eastern part of the Trøndelag Platform as evidenced by several shallow cores (Bugge et al. 1984). 
Age 
Bajocian to Oxfordian. 
Depositional environment 
The Melke Formation was deposited in an open marine environment. 
Correlation 
The Melke Formation is comparable to the Heather Formation of the North Sea. The upper parts of the Melke Formation are time equivalent to the Fuglen Formation in the Hammerfest Basin. 
Source 
Dalland, A., Worsley, D. and Ofstad, K. (eds.) 1988: A lithostratigraphic scheme for the Mesozoic and Cenozoic succession offshore mid- and northern Norway. NPD-Bulletin No. 4, 65 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=105,105,188
MIME FM,FORMATION,CROMER KNOLL GP,"Mime Formation

 Name 
Named after a god from Norse mythology who was considered to be very wise. 
Well type section 
Norwegian well 34/10-18 from 2351 m to 2340 m, coordinates N 61°14'22.48"", E 02°03'18.83"" (Fig 5.16). Cores (lower half of the formation). 
Well reference section 
Norwegian well 17/4-1 from 2122 m to 2080 m, coordinates N 58°35'54.00"", E 03°16'05.00"" (Fig 5.17). No cores. 
Thickness 
In the type well the Mime Formation is 11 m, and in the reference well it is 42 m thick. Usually, the thickness varies between 5 and 20 m. 
Lithology 
The formation is dominated by limestones and marls. It often contains impure carbonates that are reworked and mixed with smaller quantities of sand and silt. The formation is sometimes chalky. The matrix is usually very calcareous. Oolites are observed in some wells in the East Shetland Basin. The colour is usually white or light pink, but may vary slightly on account of the sand/silt mixture. 
Basal stratotype 
In those wells where the Mime Formation is present it defines the lower boundary of the Lower Cretaceous, lying on the Upper Jurassic sediments or older rocks. This boundary is always an unconformity and can most often be seen on the logs as a decrease in gamma-ray readings and an increase in velocity upwards from the underlying Jurassic sediments. 
Characteristics of the upper boundary 
The upper boundary is usually defined at the bottom of more or less calcareous shales in the Åsgard Formation. This boundary is reflected on the logs as an upward increase in gamma-ray readings and a reduction in velocity (Fig 5.17). The upper boundary can also be defined by the overlying shales of the Sola or Rødby formations. The boundary will normally be reflected on logs as described above (Fig 5.16). 
Distribution 
The formation is found only as narrow zones along structural highs. On the flanks of the Viking Graben it may be seen almost continuously from approximately 58° to 62° N. It is also found as a thin carpet over most of the East Shetland Basin and along the Fladen Ground Spur, the Utsira High-Lomre Terrace, the northwest side of the Sele High, and the Jæren High.
The formation is not encountered in the more central parts of the basins, and it is doubtful if it is present along the boundaries of the Fennoscandian Shield. 
Age 
The formation is time-transgressive, and is dated to Late Valanginian to Albian. It is oldest in the deeper parts along the basin margins and becomes younger up along the flanks. In most of the East Shetland Basin, along the Utsira, Bergen, Sele and Jæren highs, and along the flanks of the Viking Graben, it is usually of Barremian/Hauterivian age (Fig 5.4). 
Depositional environment 
Palaeontological investigations together with the observation of oolites indicate a transgressive, shallow marine, depositional environment. 
Remarks 
Hesjedal & Hamar (1983) described the impure, reworked limestones resting directly on the Base Cretaceous unconformity over the structural highs, as the Utvik Formation. This formation is formally defined as the Mime Formation in this paper, since the name suggested was not in accordance with existing recommendations. 
Source 
Isaksen, D. and Tonstad, K. (eds.) 1989: A revised Cretaceous and Tertiary lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 5, 59 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=106,106,23
MOLO FM,FORMATION,NORDLAND GP,"Molo Formation1)

 Name 
Molo is the Norwegian name for jetty. 
Well type section 
Well 6610/3-1 (Statoil) from approximately 349 m (the top is not sampled and logged in the well) to 555 m (Fig. A9), in Eidvin et al. (2007)), coordinates 66°55’29.70’’N, 10°54’06.28’’E (Nordland Ridge, (Fig. A1) in Eidvin et al. (2007)). 
Well reference section 
Well 6407/9-5 (Shell) from 670 to 787 m ((Fig. A1) coordinates 64°16’42.35’’N, 07°44’14.66’’E (Trøndelag Platform, (Fig. A1) in Eidvin et al. (2007)). 
Thickness 
A total thickness of 206 m in the type well is only sampled with five side wall cores (Fig. A9). In the reference well a total thickness of 117 m is sampled with ditch cutting samples at ten meters interval (Fig. A1). in Eidvin et al. (2007)). Some short vibro cores are sampled in the Nordland Ridge area (Fig. A1). in Eidvin et al. (2007)). Close to its northern boundary (block 6610/2 and 6610/5) the unit increases to more than 500 m (Fig. A1). in Eidvin et al., (2007)). 
Distribution 
The formation extends from the coast off Møre at approximately 63º30’N, along the inner Mid Norwegian shelf up to the Nordland Ridge and Lofoten area at approximately 67º40’ N (Fig. A1). in Eidvin et al. (2007)). 
Lithology 
The lithology varies considerably throughout its distribution area. In most wells and boreholes from proximal parts, the unit consists mainly of red to yellow coloured sand. Some sections also contain well rounded, rust-tinted pebbles. In some wells glauconitic sand and mica-rich sand are recorded. In the Draugen Field (Trøndelag Platform), where the distal part has been investigated, the unit contains glauconitic sand, silt and clay. 
Basal boundary 
In the type well the lower boundary is recognized by an abrupt change from greyish claystone of the Brygge Formation to grey mica-rich sand of the Molo Formation. The boundary is marked by a strong negative spike at approximately 555 m on the gamma log (Fig. A9). in Eidvin et al. (2007)). In the reference well the lower boundary is recognised by an abrupt change from greyish claystone of the Brygge Formation to dark (nearly black) glauconitic sand of the Molo Formation. The boundary is further marked by an increase in the gamma ray response and a decrease in velocity (Fig. A1). in Eidvin et al. (2007)). 
Characteristics of the upper boundary 
The upper boundary is not sampled and logged in the type well and it is only recognised on seismic lines. In the reference well the upper boundary is recognised by a marked decrease in velocity and a slight decrease in the gamma ray response into the overlying glacio-marine diamicton (Fig. A1). in Eidvin et al. (2007)). 
Age 
Late Miocene – Early Pliocene. 
Depositional environment 
The formation was deposited in a coastal shallow marine to prograding deltaic environment, probably formed in a wave-dominated environment with extensive long-shore drift. 
Remarks 
It is only in wells from the distal part, including the reference well, that it is possible to date the Molo Formation by means of biostratigraphical and strontium isotope analyses. In wells from the proximal part, including the type well, only reworked fossils are recorded. Most of the sediments in this part are probably reworked from other formations including the Brygge and Tare formations. The Molo Formation has previously informally been called the “Delta” by Bugge et al. (1976), IKU Bedrock Unit IX by Bugge et al. (1984) and Rokoengen et al. (1988, 1995), the “Frøyrygg formation” by Askvik & Rokoengen (1985) and informally introduced as the “Molo formation” by Gustavson & Bugge (1995). 
Source 
Eidvin, T., Bugge, T. & Smelror, M., 2007: The Molo Formation, deposited by coastal progradation on the inner Mid-Norwegian continental shelf, coeval with the Kai Formation to the west and the Utsira Formation in the North Sea. Norwegian Journal of Geology, Vol. 87, pp. 75-142. Available from the internet 
Footnotes 
1) In the NPD-factpages the Molo Formation has only been used for the wells analysed by Eidvin et al. (2007). ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=209,209,113
NANSEN FM,FORMATION,STATFJORD GP,"Nansen Formation

 Name 
After the Norwegian polar scientist, explorer and statesman, Fridtjof Nansen. 
Well type section 
UK well 211/24-1 (Conoco/Gulf/NCB) (Fig 1.17-18). 1.17) from 3112 m to 3159 m below KB. 
Well reference section 
Norwegian well 33/12-2 (Mobil) (Fig 1.17-18). 
Thickness 
46 m in the type well and 19 m in the reference well. 
Lithology 
In the type well the formation consists of medium- to coarse-grained, fairly well-sorted, homogeneous, white sandstones with a calcite-cement and a subordinate kaolinite matrix. Occasional horizons with granules or pebbles are present. Carbonaceous material and mica are rare but glauconite is quite common. Thin shale beds containing marine fossils are present, most commonly in its upper part.
At the top of the formation, from 3112 m to 3135 m in the type well is a more prominent calcareous horizon defined informally as the calcareous sandstone bed. This may grade locally into a sandy limestone, for example in the Brent Field.
The Nansen Formation thins towards the east and passes laterally into calcareous siltstones and shales in the Norwegian sector (Fig 1.17-18). Although these siltstones and shales are lateral equivalents of the Nansen Formation they are placed in the overlaying Dunlin Group on lithological grounds. 
Boundaries 
The originally Nansen Member of the Statfjord Formation was elevated to formation level by Lervik, 2006. The lower boundary is marked by the change from the non-calcareous sandstones of the Eiriksson Formation to the cleaner, generally calcareous sandstones of the Nansen Formation. The upper boundary is marked by the change from calcareous sandstone to the argillaceous sediments of the Dunlin Group. Both boundaries are well marked on gamma ray and sonic logs particularly in the UK sector where the formation is best developed. The calcareous sandstone bed at the top of the formation is normally reflected by a distinctive sonic log response (Fig 1.17-18). However, as this passes laterally into calcareous siltstones and shales the sonic log still responds to the calcareous nature of the sediments. 
Distribution 
The formation is widespread in the northern North Sea. Deegan and Scull (1977) describes the formation as well developed in the Brent Field area. The lower part of the formation overlaps westwards to the Cormorant Field area where it is probably the only representative of the Statfjord Group. The calcareous sandstone bed at the top does not extend as far west as the lower part of the formation. 
Age 
Probably Hettangian to Early Sinemurian. 
Depositional environment 
Subaerial depositional conditions are suggested for parts of the fine-grained units by the presence of calcrete, coals and root-traces. In contrast, delicate lenticular and flaser lamination, wave-ripple laminae and abundant bioturbation suggest that the other parts of the fine-grained units were deposited in standing water (Røe and Steel, 1985). Based on the stacking pattern of facies associations and the presence of marine fossils, the upper part of the sequence is interpreted to have been deposited in a marine environment.
Although the Nansen Formation in the Gullfaks and Statfjord area has been described as marine (Deegan and Scull, 1977; Røe and Steel, 1985), Nystuen and Fält (1995) interpret this formation as being a massive, rapidly deposited and dewatered fluvial sandstone with evidence of glauconite only near its top at Statfjord. Evidence for marine incursions at the Snorre Field is equivocal, for they may be stratigraphically higher than the Nansen Formaion. Equally the sandstones interpreted as shallow marine in origin may be interpreted as the deposits of a fluvial environment, such as a laterally extensive braided stream or a sheetflood. 
Compiled from 
Deegan, C. E. and Scull, B. J. (compilers) 1977: A standard lithostratigraphic nomenclature for the Central and Northern North Sea. UK Institute of Geological Sciences, Report 77/25. The Norwegian Petroleum Directorate, NPD-Bulletin No. 1, 36 pp. 
Goldsmith, P. J., Hudson, G. and Van Veen, P. Triassic. 105 – 127 in: Evans, D., Graham, C., Armour, A. and Bathurst, P. (editors and coordinators) 2003: The Millennium Atlas: petroleum geology of the central and northern North Sea. The Geological Society of London, 389 pp. 
Lervik, K.-S. 2006: Triassic lithostratigraphy of the Northern North Sea Basin. Norwegian Journal of Geology, Vol. 86, pp. 93-116. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=108,108,157
NAUST FM,FORMATION,NORDLAND GP,"Naust Formation

 Name 
From the Norwegian word for a boathouse. The formation corresponds to the informal Sula Group (H7). 
Well type section 
Well 6507/12-1 (Saga Petroleum) coordinates 65°07'01.62""N, 07°42'42.61""E, formational base at 1342 m (Fig4 .39). No cores. 
Thickness 
The base of the overlying, dominantly glacio-marine deposits is not yet defined. Precise thicknesses are therefore unknown, but generally the Naust Formation is several hundred metres thick in the Haltenbanken-Trænabanken area. 
Lithology 
Interbedded claystone, siltstone and sand, occasionally with very coarse clastics in the upper part. 
Basal Stratotype 
The base is defined by a decrease in interval transit time and gamma ray response and an increase in the resistivity log readings. 
Lateral extent and variation 
The Naust Formation is laterally continuous across the Mid-Norwegian Shelf. 
Age 
Late Pliocene. 
Depositional environment 
The formation was deposited in a marine environment. A transition to glaciomarine environments occurs in the upper part, but this transition is poorly documented by the exploration wells. 
Source 
Dalland, A., Worsley, D. and Ofstad, K. (eds.) 1988: A lithostratigraphic scheme for the Mesozoic and Cenozoic succession offshore mid- and northern Norway. NPD-Bulletin No. 4, 65 pp. 
Footnotes 
1) In the NPD-factpages the Naust Formation also comprises Pleistocene deposits. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=109,109,113
NESS FM,FORMATION,BRENT GP,"Ness Formation

 Name 
Named by Deegan and Scull (1977) who gave it ""sub-unit"" status. 
Well type section 
UK well 211/29-3 (Shell) from 2633.5 m to 2772 m, coord N 61°08'06"", E 01°43'36.5"" (Fig 3.10). 
Well reference sections 
Norwegian wells 33/9-1 (Mobil) from 2509 m to 2575 m, coord N 61°15'07.5"", E 01°50'25.8"" (Fig 3.11). 30/6-7 (Norsk Hydro) from 2646 m to 2727 m, coord N 60°38' 39.49'', E 02°45'21.74"" (Fig 3.16). and 31/4-4 (Norsk Hydro) from 2695 m to 2721 m, coord N 60040'01.12"", E 03°06'54.12"" (Fig 3.17). 
Thickness 
138.5 m in the type well, 66 m in 33/9-1, 81 m in 30/6-7 and 26 m in 31/4-4. 
Lithology 
The formation consists of an association of coals, shales, siltstones and very fine to medium grained sandstones. The formation is carbonaceous throughout and contains numerous rootlet horizons. Small scale cross-bedding and horizontal bedding are common. Synsedimentary deformation is frequently observed. The shales are silty, fissile and frequently pyritic. The formation occasionally shows some marine influence. Coarsening and fining upward sequences are common features. The varied lithology produces an irregular but distinctive gamma ray and sonic response. 
Boundaries 
The lower boundary defines the top of the Etive Formation (see above). The upper contact is marked by the change to the more massive cleaner sandstone of the overlying Tarbert Formation. This upper contact may be a minor disconformity. 
Distribution 
The distribution of the Ness Formation is essentially the same as that of the Brent Group. 
Age 
Bajocian. 
Depositional environment 
The formation is thought to represent delta plain or coastal plain deposition. 
Source 
Vollset, J. and Doré, A. G. (eds.) 1984: A revised Triassic and Jurassic lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 3, 53 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=110,110,16
